CourseID,Rank,StudentID
T207002,0.8496732026143791,215
T207038,0.8322981366459627,215
T207004,0.8231292517006803,215
T206060,0.7905405405405406,215
T105001,0.7843137254901961,215
J2D035,0.2631578947368421,215
T207036,0.7826086956521741,215
T207034,0.7516339869281046,215
T207059,0.4264705882352941,215
12E051SCIENCES,0.3623188405797101,215
T207002,0.8496732026143791,258
T207012,0.8402777777777778,258
T106006,0.8266666666666667,258
T207004,0.8231292517006803,258
T206060,0.7905405405405406,258
J2D035,0.2631578947368421,258
T207036,0.7826086956521741,258
T207034,0.7516339869281046,258
T207035,0.7450980392156863,258
T106001,0.7419354838709677,258
T207002,0.8496732026143791,15
T207012,0.8402777777777778,15
T106006,0.8266666666666667,15
T207004,0.8231292517006803,15
T206060,0.7905405405405406,15
T205004,0.2119205298013245,15
T207036,0.7826086956521741,15
T207034,0.7516339869281046,15
T207035,0.7450980392156863,15
T106001,0.7419354838709677,15
T207012,0.8402777777777778,132
T207004,0.8231292517006803,132
T206060,0.7905405405405406,132
T207036,0.7826086956521741,132
T108000,0.751937984496124,132
T207059,0.4264705882352941,132
T207034,0.7516339869281046,132
12E051SCIENCES,0.3623188405797101,132
12E050SCIENCES,0.35766423357664234,132
J2P201,0.3051948051948052,132
T207004,0.8231292517006803,21
T206060,0.7905405405405406,21
T207036,0.7826086956521741,21
T108000,0.751937984496124,21
T207034,0.7516339869281046,21
T207035,0.7450980392156863,21
T207059,0.4264705882352941,21
12E051SCIENCES,0.3623188405797101,21
12E050SCIENCES,0.35766423357664234,21
J2P201,0.3051948051948052,21
T207004,0.8231292517006803,273
T206060,0.7905405405405406,273
T105001,0.7843137254901961,273
T207036,0.7826086956521741,273
T207034,0.7516339869281046,273
T205023,0.0,273
T207037,0.7361963190184049,273
T207059,0.4264705882352941,273
12E051SCIENCES,0.3623188405797101,273
12E050SCIENCES,0.35766423357664234,273
T207012,0.8402777777777778,57
T207004,0.8231292517006803,57
T206060,0.7905405405405406,57
T207036,0.7826086956521741,57
T207034,0.7516339869281046,57
T206007,0.011695906432748536,57
T108002,0.7037037037037037,57
T207059,0.4264705882352941,57
12E051SCIENCES,0.3623188405797101,57
12E050SCIENCES,0.35766423357664234,57
T207002,0.8496732026143791,88
T207012,0.8402777777777778,88
T207038,0.8322981366459627,88
T106006,0.8266666666666667,88
T207004,0.8231292517006803,88
12E051SCIENCES,0.3623188405797101,88
T206060,0.7905405405405406,88
T207036,0.7826086956521741,88
T207034,0.7516339869281046,88
T106001,0.7419354838709677,88
T207004,0.8231292517006803,206
T206060,0.7905405405405406,206
T207036,0.7826086956521741,206
T108000,0.751937984496124,206
T207034,0.7516339869281046,206
T206054,0.13768115942028986,206
T207037,0.7361963190184049,206
T207059,0.4264705882352941,206
12E051SCIENCES,0.3623188405797101,206
12E050SCIENCES,0.35766423357664234,206
T207004,0.8231292517006803,102
T206060,0.7905405405405406,102
T207036,0.7826086956521741,102
T108000,0.751937984496124,102
T207034,0.7516339869281046,102
T205020,0.25735294117647056,102
T207035,0.7450980392156863,102
T207059,0.4264705882352941,102
12E051SCIENCES,0.3623188405797101,102
12E050SCIENCES,0.35766423357664234,102
T207002,0.8496732026143791,249
T207012,0.8402777777777778,249
T207004,0.8231292517006803,249
T206060,0.7905405405405406,249
T105001,0.7843137254901961,249
T206024,0.2125,249
T207036,0.7826086956521741,249
T207034,0.7516339869281046,249
T207035,0.7450980392156863,249
T207059,0.4264705882352941,249
T207002,0.8496732026143791,19
T207004,0.8231292517006803,19
T206060,0.7905405405405406,19
T207036,0.7826086956521741,19
T108000,0.751937984496124,19
T205020,0.25735294117647056,19
T207034,0.7516339869281046,19
T207035,0.7450980392156863,19
T207037,0.7361963190184049,19
T207059,0.4264705882352941,19
T207002,0.8496732026143791,55
T106006,0.8266666666666667,55
T207004,0.8231292517006803,55
T206060,0.7905405405405406,55
T207036,0.7826086956521741,55
T206057,0.2466666666666667,55
T207034,0.7516339869281046,55
T106001,0.7419354838709677,55
T207037,0.7361963190184049,55
T207059,0.4264705882352941,55
T207002,0.8496732026143791,13
T207038,0.8322981366459627,13
T207004,0.8231292517006803,13
T206060,0.7905405405405406,13
T207036,0.7826086956521741,13
T208015,0.0,13
T108000,0.751937984496124,13
T207034,0.7516339869281046,13
T207059,0.4264705882352941,13
12E051SCIENCES,0.3623188405797101,13
T207002,0.8496732026143791,285
T207012,0.8402777777777778,285
T106006,0.8266666666666667,285
T207004,0.8231292517006803,285
T206060,0.7905405405405406,285
T205011,0.007299270072992701,285
T207036,0.7826086956521741,285
T207034,0.7516339869281046,285
T106001,0.7419354838709677,285
T207059,0.4264705882352941,285
T207002,0.8496732026143791,181
T207012,0.8402777777777778,181
T207038,0.8322981366459627,181
T106006,0.8266666666666667,181
T207004,0.8231292517006803,181
12E050SCIENCES,0.35766423357664234,181
T206060,0.7905405405405406,181
T207036,0.7826086956521741,181
T207034,0.7516339869281046,181
T106001,0.7419354838709677,181
T207004,0.8231292517006803,154
T206060,0.7905405405405406,154
T207036,0.7826086956521741,154
T207034,0.7516339869281046,154
T207035,0.7450980392156863,154
T208014,0.2073170731707317,154
T108002,0.7037037037037037,154
T207059,0.4264705882352941,154
12E051SCIENCES,0.3623188405797101,154
12E050SCIENCES,0.35766423357664234,154
T207002,0.8496732026143791,191
T106006,0.8266666666666667,191
T207004,0.8231292517006803,191
T206060,0.7905405405405406,191
T207036,0.7826086956521741,191
T208017,0.0,191
T207034,0.7516339869281046,191
T106001,0.7419354838709677,191
T207037,0.7361963190184049,191
T207059,0.4264705882352941,191
T207002,0.8496732026143791,18
T207038,0.8322981366459627,18
T207004,0.8231292517006803,18
T206060,0.7905405405405406,18
T207036,0.7826086956521741,18
T205000,0.0,18
T108000,0.751937984496124,18
T207034,0.7516339869281046,18
T207059,0.4264705882352941,18
12E051SCIENCES,0.3623188405797101,18
T207004,0.8231292517006803,29
T206060,0.7905405405405406,29
T207036,0.7826086956521741,29
T108000,0.751937984496124,29
T207034,0.7516339869281046,29
T205000,0.0,29
T207035,0.7450980392156863,29
T207059,0.4264705882352941,29
12E051SCIENCES,0.3623188405797101,29
12E050SCIENCES,0.35766423357664234,29
T207002,0.8496732026143791,128
T207038,0.8322981366459627,128
T207004,0.8231292517006803,128
T206060,0.7905405405405406,128
T207036,0.7826086956521741,128
T205011,0.007299270072992701,128
T108000,0.751937984496124,128
T207034,0.7516339869281046,128
T207059,0.4264705882352941,128
12E051SCIENCES,0.3623188405797101,128
T207004,0.8231292517006803,192
T206060,0.7905405405405406,192
T207036,0.7826086956521741,192
T207034,0.7516339869281046,192
T207035,0.7450980392156863,192
12E051SCIENCES,0.3623188405797101,192
T108002,0.7037037037037037,192
T207059,0.4264705882352941,192
12E050SCIENCES,0.35766423357664234,192
J2P201,0.3051948051948052,192
T207012,0.8402777777777778,133
T207004,0.8231292517006803,133
T206060,0.7905405405405406,133
T207036,0.7826086956521741,133
T207034,0.7516339869281046,133
T206002,0.21014492753623187,133
T108002,0.7037037037037037,133
T207059,0.4264705882352941,133
12E051SCIENCES,0.3623188405797101,133
12E050SCIENCES,0.35766423357664234,133
T207004,0.8231292517006803,189
T206060,0.7905405405405406,189
T105001,0.7843137254901961,189
T207036,0.7826086956521741,189
T207034,0.7516339869281046,189
5869,0.2054794520547945,189
T207037,0.7361963190184049,189
T207059,0.4264705882352941,189
12E051SCIENCES,0.3623188405797101,189
12E050SCIENCES,0.35766423357664234,189
T207004,0.8231292517006803,252
T206060,0.7905405405405406,252
T207036,0.7826086956521741,252
T108000,0.751937984496124,252
T207034,0.7516339869281046,252
T206024,0.2125,252
T207037,0.7361963190184049,252
T207059,0.4264705882352941,252
12E051SCIENCES,0.3623188405797101,252
12E050SCIENCES,0.35766423357664234,252
T207002,0.8496732026143791,202
T207038,0.8322981366459627,202
T207004,0.8231292517006803,202
T206060,0.7905405405405406,202
T207036,0.7826086956521741,202
S102013,0.1888111888111888,202
T207034,0.7516339869281046,202
T207037,0.7361963190184049,202
T108002,0.7037037037037037,202
T207059,0.4264705882352941,202
T207004,0.8231292517006803,109
T206060,0.7905405405405406,109
T105001,0.7843137254901961,109
T207036,0.7826086956521741,109
T207034,0.7516339869281046,109
T206024,0.2125,109
T207037,0.7361963190184049,109
T207059,0.4264705882352941,109
12E051SCIENCES,0.3623188405797101,109
12E050SCIENCES,0.35766423357664234,109
T207002,0.8496732026143791,270
T207038,0.8322981366459627,270
T207004,0.8231292517006803,270
T206060,0.7905405405405406,270
T105001,0.7843137254901961,270
T208012,0.2364864864864865,270
T207036,0.7826086956521741,270
T207034,0.7516339869281046,270
T207059,0.4264705882352941,270
12E051SCIENCES,0.3623188405797101,270
T207012,0.8402777777777778,272
T207004,0.8231292517006803,272
T206060,0.7905405405405406,272
T207036,0.7826086956521741,272
T207034,0.7516339869281046,272
T206024,0.2125,272
T108002,0.7037037037037037,272
T207059,0.4264705882352941,272
12E051SCIENCES,0.3623188405797101,272
12E050SCIENCES,0.35766423357664234,272
T207012,0.8402777777777778,12
T207004,0.8231292517006803,12
T206060,0.7905405405405406,12
T105001,0.7843137254901961,12
T207036,0.7826086956521741,12
T205027,0.20863309352517986,12
T207034,0.7516339869281046,12
T207059,0.4264705882352941,12
12E051SCIENCES,0.3623188405797101,12
12E050SCIENCES,0.35766423357664234,12
T207004,0.8231292517006803,46
T206060,0.7905405405405406,46
T207036,0.7826086956521741,46
T108000,0.751937984496124,46
T207034,0.7516339869281046,46
T214006,0.0,46
T207037,0.7361963190184049,46
T207059,0.4264705882352941,46
12E051SCIENCES,0.3623188405797101,46
12E050SCIENCES,0.35766423357664234,46
T207004,0.8231292517006803,116
T206060,0.7905405405405406,116
T105001,0.7843137254901961,116
T207036,0.7826086956521741,116
T207034,0.7516339869281046,116
T205011,0.007299270072992701,116
T207035,0.7450980392156863,116
T207059,0.4264705882352941,116
12E051SCIENCES,0.3623188405797101,116
12E050SCIENCES,0.35766423357664234,116
