CourseID,Rank,StudentID
T207012,0.8402777777777778,266
T207004,0.8231292517006803,266
T206060,0.7905405405405406,266
T105001,0.7843137254901961,266
T207036,0.7826086956521741,266
T208011,0.1342281879194631,266
T207034,0.7516339869281046,266
T207059,0.4264705882352941,266
12E051SCIENCES,0.3623188405797101,266
12E050SCIENCES,0.35766423357664234,266
T207002,0.8496732026143791,256
T207012,0.8402777777777778,256
T207004,0.8231292517006803,256
T206060,0.7905405405405406,256
T207036,0.7826086956521741,256
T208016,0.007407407407407408,256
T207034,0.7516339869281046,256
T207035,0.7450980392156863,256
T108002,0.7037037037037037,256
T207059,0.4264705882352941,256
T207004,0.8231292517006803,287
T206060,0.7905405405405406,287
T207036,0.7826086956521741,287
T207034,0.7516339869281046,287
T207035,0.7450980392156863,287
T208015,0.0,287
T108002,0.7037037037037037,287
T207059,0.4264705882352941,287
12E051SCIENCES,0.3623188405797101,287
12E050SCIENCES,0.35766423357664234,287
T207002,0.8496732026143791,20
T207038,0.8322981366459627,20
T207004,0.8231292517006803,20
T206060,0.7905405405405406,20
T105001,0.7843137254901961,20
T206024,0.2125,20
T207036,0.7826086956521741,20
T207034,0.7516339869281046,20
T207059,0.4264705882352941,20
12E051SCIENCES,0.3623188405797101,20
T207002,0.8496732026143791,213
T106006,0.8266666666666667,213
T207004,0.8231292517006803,213
T206060,0.7905405405405406,213
T207036,0.7826086956521741,213
J2P015,0.30246913580246915,213
T207034,0.7516339869281046,213
T106001,0.7419354838709677,213
T207037,0.7361963190184049,213
T207059,0.4264705882352941,213
T207004,0.8231292517006803,254
T206060,0.7905405405405406,254
T207036,0.7826086956521741,254
T207034,0.7516339869281046,254
T207037,0.7361963190184049,254
T207059,0.4264705882352941,254
T108002,0.7037037037037037,254
12E051SCIENCES,0.3623188405797101,254
12E050SCIENCES,0.35766423357664234,254
J2P201,0.3051948051948052,254
T207002,0.8496732026143791,218
T207038,0.8322981366459627,218
T207004,0.8231292517006803,218
T206060,0.7905405405405406,218
T207036,0.7826086956521741,218
T207034,0.7516339869281046,218
T108000,0.751937984496124,218
T207059,0.4264705882352941,218
12E051SCIENCES,0.3623188405797101,218
12E050SCIENCES,0.35766423357664234,218
T207002,0.8496732026143791,298
T207038,0.8322981366459627,298
T207004,0.8231292517006803,298
T206060,0.7905405405405406,298
T105001,0.7843137254901961,298
T206057,0.2466666666666667,298
T207036,0.7826086956521741,298
T207034,0.7516339869281046,298
T207059,0.4264705882352941,298
12E051SCIENCES,0.3623188405797101,298
T207002,0.8496732026143791,135
T207038,0.8322981366459627,135
T207004,0.8231292517006803,135
T206060,0.7905405405405406,135
T105001,0.7843137254901961,135
T205004,0.2119205298013245,135
T207036,0.7826086956521741,135
T207034,0.7516339869281046,135
T207059,0.4264705882352941,135
12E051SCIENCES,0.3623188405797101,135
T207004,0.8231292517006803,117
T206060,0.7905405405405406,117
T105001,0.7843137254901961,117
T207036,0.7826086956521741,117
T207034,0.7516339869281046,117
12E050SCIENCES,0.35766423357664234,117
T207037,0.7361963190184049,117
T207059,0.4264705882352941,117
12E051SCIENCES,0.3623188405797101,117
J2P201,0.3051948051948052,117
T207002,0.8496732026143791,182
T207038,0.8322981366459627,182
T207004,0.8231292517006803,182
T206060,0.7905405405405406,182
T207036,0.7826086956521741,182
T208013,0.006711409395973154,182
T108000,0.751937984496124,182
T207034,0.7516339869281046,182
T207059,0.4264705882352941,182
12E051SCIENCES,0.3623188405797101,182
T207002,0.8496732026143791,274
T207038,0.8322981366459627,274
T106006,0.8266666666666667,274
T207004,0.8231292517006803,274
T206060,0.7905405405405406,274
T207037,0.7361963190184049,274
T207036,0.7826086956521741,274
T207034,0.7516339869281046,274
T106001,0.7419354838709677,274
T207059,0.4264705882352941,274
T207012,0.8402777777777778,220
T207004,0.8231292517006803,220
T206060,0.7905405405405406,220
T207036,0.7826086956521741,220
T207034,0.7516339869281046,220
J2P015,0.30246913580246915,220
T108002,0.7037037037037037,220
T207059,0.4264705882352941,220
12E051SCIENCES,0.3623188405797101,220
12E050SCIENCES,0.35766423357664234,220
T207002,0.8496732026143791,30
T207038,0.8322981366459627,30
T106006,0.8266666666666667,30
T207004,0.8231292517006803,30
T206060,0.7905405405405406,30
T106001,0.7419354838709677,30
T207036,0.7826086956521741,30
T207034,0.7516339869281046,30
T207035,0.7450980392156863,30
T207037,0.7361963190184049,30
T207002,0.8496732026143791,195
T207038,0.8322981366459627,195
T106006,0.8266666666666667,195
T207004,0.8231292517006803,195
T206060,0.7905405405405406,195
T205027,0.20863309352517986,195
T207036,0.7826086956521741,195
T207034,0.7516339869281046,195
T106001,0.7419354838709677,195
T207037,0.7361963190184049,195
T207004,0.8231292517006803,149
T206060,0.7905405405405406,149
T207036,0.7826086956521741,149
T108000,0.751937984496124,149
T207034,0.7516339869281046,149
T207059,0.4264705882352941,149
T207037,0.7361963190184049,149
12E051SCIENCES,0.3623188405797101,149
12E050SCIENCES,0.35766423357664234,149
J2P201,0.3051948051948052,149
T207002,0.8496732026143791,180
T106006,0.8266666666666667,180
T207004,0.8231292517006803,180
T206060,0.7905405405405406,180
T207036,0.7826086956521741,180
T208033,0.0,180
T207034,0.7516339869281046,180
T207035,0.7450980392156863,180
T106001,0.7419354838709677,180
T207059,0.4264705882352941,180
T207002,0.8496732026143791,300
T207012,0.8402777777777778,300
T207004,0.8231292517006803,300
T206060,0.7905405405405406,300
T207036,0.7826086956521741,300
T208017,0.0,300
T207034,0.7516339869281046,300
T207037,0.7361963190184049,300
T108002,0.7037037037037037,300
T207059,0.4264705882352941,300
T207004,0.8231292517006803,92
T206060,0.7905405405405406,92
T207036,0.7826086956521741,92
T207034,0.7516339869281046,92
T207037,0.7361963190184049,92
T208014,0.2073170731707317,92
T108002,0.7037037037037037,92
T207059,0.4264705882352941,92
12E051SCIENCES,0.3623188405797101,92
12E050SCIENCES,0.35766423357664234,92
T207002,0.8496732026143791,9
T207038,0.8322981366459627,9
T207004,0.8231292517006803,9
T206060,0.7905405405405406,9
T207036,0.7826086956521741,9
T208017,0.0,9
T207034,0.7516339869281046,9
T108002,0.7037037037037037,9
T207059,0.4264705882352941,9
12E051SCIENCES,0.3623188405797101,9
T207002,0.8496732026143791,67
T207038,0.8322981366459627,67
T207004,0.8231292517006803,67
T206060,0.7905405405405406,67
T207036,0.7826086956521741,67
T206059,0.0,67
T108000,0.751937984496124,67
T207034,0.7516339869281046,67
T207059,0.4264705882352941,67
12E051SCIENCES,0.3623188405797101,67
T207002,0.8496732026143791,61
T207038,0.8322981366459627,61
T207004,0.8231292517006803,61
T206060,0.7905405405405406,61
T105001,0.7843137254901961,61
T206024,0.2125,61
T207036,0.7826086956521741,61
T207034,0.7516339869281046,61
T207059,0.4264705882352941,61
12E051SCIENCES,0.3623188405797101,61
T207002,0.8496732026143791,264
T207038,0.8322981366459627,264
T106006,0.8266666666666667,264
T207004,0.8231292517006803,264
T206060,0.7905405405405406,264
T206006,0.14074074074074075,264
T207036,0.7826086956521741,264
T207034,0.7516339869281046,264
T106001,0.7419354838709677,264
T207037,0.7361963190184049,264
T207002,0.8496732026143791,24
T207012,0.8402777777777778,24
T207038,0.8322981366459627,24
T106006,0.8266666666666667,24
T207004,0.8231292517006803,24
T207036,0.7826086956521741,24
T206060,0.7905405405405406,24
T207034,0.7516339869281046,24
T106001,0.7419354838709677,24
T207059,0.4264705882352941,24
T207004,0.8231292517006803,164
T206060,0.7905405405405406,164
T207036,0.7826086956521741,164
T108000,0.751937984496124,164
T207034,0.7516339869281046,164
T208000,0.1761006289308176,164
T207035,0.7450980392156863,164
T207059,0.4264705882352941,164
12E051SCIENCES,0.3623188405797101,164
12E050SCIENCES,0.35766423357664234,164
T207002,0.8496732026143791,45
T207038,0.8322981366459627,45
T106006,0.8266666666666667,45
T207004,0.8231292517006803,45
T206060,0.7905405405405406,45
T206059,0.0,45
T207036,0.7826086956521741,45
T207034,0.7516339869281046,45
T207035,0.7450980392156863,45
T106001,0.7419354838709677,45
T207002,0.8496732026143791,288
T106006,0.8266666666666667,288
T207004,0.8231292517006803,288
T206060,0.7905405405405406,288
T207036,0.7826086956521741,288
T208033,0.0,288
T207034,0.7516339869281046,288
T106001,0.7419354838709677,288
T207037,0.7361963190184049,288
T207059,0.4264705882352941,288
T207002,0.8496732026143791,151
T207004,0.8231292517006803,151
T206060,0.7905405405405406,151
T207036,0.7826086956521741,151
T108000,0.751937984496124,151
T207059,0.4264705882352941,151
T207034,0.7516339869281046,151
T207035,0.7450980392156863,151
T207037,0.7361963190184049,151
12E051SCIENCES,0.3623188405797101,151
