ClusterID,StudentID,CourseID,mean_cluster_grade,count
1,386,7422A7,5.0,243
1,386,7422A5,5.0,243
1,386,742261,5.0,206
1,386,742067,5.0,205
1,386,742064,5.0,201
1,386,742343,5.0,198
1,386,742262,5.0,197
1,386,742329,5.0,188
1,389,7417I,5.0,243
1,389,7422A8,5.0,243
1,389,7422A7,5.0,243
1,389,7422A5,5.0,243
1,389,742261,5.0,206
1,389,742067,5.0,205
1,389,742851,5.0,192
1,389,7420601,5.0,191
1,389,742331,5.0,183
1,389,742272,5.0,183
1,390,7417I,5.0,243
1,390,7422A8,5.0,243
1,390,7422A7,5.0,243
1,390,7422A5,5.0,243
1,390,742062,5.0,215
1,390,742871,5.0,214
1,390,742064,5.0,201
1,390,742270,5.0,197
1,390,742851,5.0,192
1,390,742329,5.0,188
1,391,7417I,5.0,243
1,391,7422A8,5.0,243
1,391,7422A7,5.0,243
1,391,7422A5,5.0,243
1,391,742062,5.0,215
1,391,742343,5.0,198
1,391,742270,5.0,197
1,391,742208,5.0,194
1,391,742851,5.0,192
1,391,7420601,5.0,191
1,403,7422A5,5.0,243
1,403,7417I,5.0,243
1,403,7422A8,5.0,243
1,403,7422A7,5.0,243
1,403,742067,5.0,205
1,403,742064,5.0,201
1,403,742262,5.0,197
1,403,742214,5.0,196
1,403,742271,5.0,194
1,403,742851,5.0,192
1,406,7417I,5.0,243
1,406,7422A7,5.0,243
1,406,7422A8,5.0,243
1,406,7422A5,5.0,243
1,406,742841,5.0,212
1,406,742060,5.0,206
1,406,742067,5.0,205
1,406,742343,5.0,198
1,406,742271,5.0,194
1,406,742851,5.0,192
1,410,7422A7,5.0,243
1,410,7417I,5.0,243
1,410,7422A8,5.0,243
1,410,7422A5,5.0,243
1,410,742841,5.0,212
1,410,742067,5.0,205
1,410,742343,5.0,198
1,410,742271,5.0,194
1,410,742208,5.0,194
1,410,742851,5.0,192
1,412,7422A7,5.0,243
1,412,7417I,5.0,243
1,412,7422A8,5.0,243
1,412,7422A5,5.0,243
1,412,742871,5.0,214
1,412,742066,5.0,211
1,412,742261,5.0,206
1,412,742067,5.0,205
1,412,742343,5.0,198
1,412,742270,5.0,197
1,413,7417I,5.0,243
1,413,7422A8,5.0,243
1,413,7422A7,5.0,243
1,413,7422A5,5.0,243
1,413,742261,5.0,206
1,413,742067,5.0,205
1,413,742262,5.0,197
1,413,742271,5.0,194
1,413,7420601,5.0,191
1,413,7414H,5.0,182
1,420,7417I,5.0,243
1,420,7422A5,5.0,243
1,420,7422A8,5.0,243
1,420,7422A7,5.0,243
1,420,742062,5.0,215
1,420,742871,5.0,214
1,420,742067,5.0,205
1,420,742851,5.0,192
1,420,742329,5.0,188
1,420,742272,5.0,183
1,436,7422A5,5.0,243
1,436,7417I,5.0,243
1,436,7422A8,5.0,243
1,436,7422A7,5.0,243
1,436,742841,5.0,212
1,436,742261,5.0,206
1,436,742067,5.0,205
1,436,742064,5.0,201
1,436,742343,5.0,198
1,436,742214,5.0,196
1,437,7417I,5.0,243
1,437,7422A8,5.0,243
1,437,7422A7,5.0,243
1,437,7422A5,5.0,243
1,437,742261,5.0,206
1,437,742060,5.0,206
1,437,742067,5.0,205
1,437,742840,5.0,205
1,437,742214,5.0,196
1,437,742329,5.0,188
1,440,7422A5,5.0,243
1,440,7417I,5.0,243
1,440,7422A8,5.0,243
1,440,7422A7,5.0,243
1,440,742066,5.0,211
1,440,742060,5.0,206
1,440,742840,5.0,205
1,440,742262,5.0,197
1,440,742331,5.0,183
1,440,742206,5.0,183
1,444,7417I,5.0,243
1,444,7422A8,5.0,243
1,444,7422A7,5.0,243
1,444,7422A5,5.0,243
1,444,742871,5.0,214
1,444,742060,5.0,206
1,444,742067,5.0,205
1,444,742343,5.0,198
1,444,742262,5.0,197
1,444,742851,5.0,192
1,462,7422A7,5.0,243
1,462,7417I,5.0,243
1,462,7422A8,5.0,243
1,462,7422A5,5.0,243
1,462,742871,5.0,214
1,462,742066,5.0,211
1,462,742840,5.0,205
1,462,742067,5.0,205
1,462,742214,5.0,196
1,462,742337,5.0,186
1,471,7422A5,5.0,243
1,471,7417I,5.0,243
1,471,7422A8,5.0,243
1,471,7422A7,5.0,243
1,471,742871,5.0,214
1,471,742841,5.0,212
1,471,742066,5.0,211
1,471,742064,5.0,201
1,471,742262,5.0,197
1,471,742208,5.0,194
1,477,7422A7,5.0,243
1,477,7417I,5.0,243
1,477,7422A8,5.0,243
1,477,7422A5,5.0,243
1,477,742060,5.0,206
1,477,742840,5.0,205
