CourseID,StudentID,Grades
T108002,198,4.0
T108000,198,4.75
T106006,198,4.75
T200002,198,5.25
T200000,198,4.5
T200001,198,4.75
T207041,198,5.25
T207033,198,5.75
T207040,198,4.75
T200003,198,5.0
T207000,198,4.75
T207012,198,5.25
T207038,198,5.25
T207037,198,4.25
T207002,198,4.5
T206060,198,5.0
T207004,198,6.0
T207036,198,4.75
J2P015,198,5.0
T207034,198,5.5
5869,198,4.5
5870,198,5.25
T206056,198,5.0
T205004,198,5.5
T208012,198,5.75
T100007,228,5.25
T100005,228,4.75
T107005,228,5.5
T100000,228,5.25
T100001,228,5.75
T100004,228,5.5
T100006,228,5.0
T107009,228,4.5
T100003,228,5.0
T106001,228,5.75
T108002,228,5.25
T108000,228,5.5
T106006,228,5.0
T200002,228,5.0
T200000,228,4.75
T200001,228,4.75
T207041,228,5.0
T207033,228,4.75
T207040,228,5.25
T200003,228,5.25
T207000,228,4.75
T207037,228,4.75
T207038,228,5.5
T207035,228,5.25
T207002,228,5.0
T206060,228,4.5
T207036,228,5.5
T207004,228,4.25
J2D035,228,5.75
J2P015,228,4.75
S102013,228,5.25
T206056,228,4.25
T206002,228,5.5
T100007,194,4.75
T100005,194,5.0
T107005,194,4.75
T100000,194,5.0
T100001,194,5.0
T100004,194,4.5
T100006,194,4.75
T107009,194,5.0
T100003,194,5.0
T106001,194,5.75
T108000,194,5.25
T105001,194,5.0
T106006,194,5.0
T200002,194,4.75
T200000,194,4.75
T200001,194,4.75
T207041,194,4.5
T207033,194,5.0
T207040,194,6.0
T200003,194,6.0
T207000,194,5.25
T207038,194,5.0
T207035,194,5.25
T207012,194,4.5
T207002,194,4.75
T206060,194,5.25
T207036,194,5.25
T207004,194,4.25
J2P201,194,4.5
T207059,194,4.75
5869,194,4.5
5870,194,4.75
T206006,194,5.0
T208011,194,5.0
T206056,194,4.75
T100007,76,4.75
T100005,76,4.25
T107005,76,5.0
T100000,76,5.25
T100001,76,4.5
T100004,76,5.25
T100006,76,5.0
T107009,76,5.0
T100003,76,4.5
T108002,76,4.0
T108000,76,5.25
T105001,76,5.0
T108003,76,4.75
T200002,76,5.25
T200000,76,4.75
T200001,76,5.75
T207041,76,4.5
T207033,76,5.5
T207040,76,5.0
T200003,76,5.25
T207000,76,4.0
T207035,76,5.5
T207012,76,5.5
T207038,76,4.75
T207002,76,4.5
T207034,76,4.75
T207036,76,5.25
T207004,76,4.5
T207002,76,5.25
5869,76,5.25
5870,76,4.75
T206001,76,4.75
T205004,76,4.75
T205020,76,4.75
T100007,4,5.5
T100005,4,4.25
T107005,4,5.25
T100000,4,5.25
T100001,4,5.5
T100004,4,5.25
T100006,4,4.75
T107009,4,5.25
T100003,4,5.25
T108000,4,4.25
T105001,4,5.0
T106001,4,4.75
T106006,4,5.0
T200002,4,4.75
T200000,4,4.5
T200001,4,5.5
T207041,4,5.0
T207033,4,4.5
T207040,4,5.25
T200003,4,5.5
T207000,4,5.5
T207012,4,4.75
T207035,4,5.0
T207038,4,5.75
T207002,4,4.5
T206060,4,5.25
T207004,4,5.0
T207034,4,5.25
J2D035,4,5.5
T207036,4,5.0
5869,4,5.25
5870,4,5.25
T208011,4,4.25
T208003,4,4.5
T205004,4,5.5
T100007,34,5.5
T100005,34,4.75
T107005,34,5.5
T100000,34,4.5
T100001,34,5.5
T100004,34,5.25
T100006,34,5.0
T107009,34,4.0
T100003,34,5.75
T106001,34,5.0
T108000,34,4.75
T108002,34,5.25
T106006,34,5.25
T200002,34,4.75
T200000,34,4.5
T200001,34,5.25
T207041,34,6.0
T207033,34,5.0
T207040,34,4.75
T200003,34,4.5
T207000,34,5.75
T207037,34,5.0
T207035,34,5.25
T207038,34,5.25
T207002,34,4.25
T206060,34,4.25
T207036,34,5.0
T207004,34,4.75
J2D035,34,5.5
J2P201,34,5.25
12E050SCIENCES,34,4.0
12E051SCIENCES,34,4.5
T208003,34,4.5
T205020,34,4.75
T205027,34,4.75
T100007,110,4.75
T100005,110,4.5
T107005,110,5.0
T100000,110,4.5
T100001,110,5.0
T100004,110,4.5
T100006,110,4.75
T107009,110,4.5
T100003,110,5.25
T108000,110,5.0
T105001,110,5.5
T108002,110,4.5
T108003,110,5.25
T200002,110,4.5
T200000,110,4.75
T200001,110,5.25
T207041,110,5.5
T207033,110,6.0
T207040,110,5.0
T200003,110,4.5
T207000,110,5.75
T207038,110,5.5
T207035,110,4.75
T207037,110,4.5
T207002,110,4.75
T207034,110,5.0
T207036,110,4.25
J2D035,110,5.25
T207004,110,4.75
12E050SCIENCES,110,4.75
12E051SCIENCES,110,4.75
T206058,110,5.75
T208012,110,5.0
T206001,110,4.25
T100007,47,5.0
T100005,47,5.0
T107005,47,5.75
T100000,47,5.0
T100001,47,5.0
T100004,47,4.0
T100006,47,4.75
T107009,47,5.5
T100003,47,5.0
T105001,47,5.25
T108000,47,4.75
T108002,47,5.0
T108003,47,5.5
T200002,47,5.5
T200000,47,5.25
T200001,47,4.75
T207041,47,5.0
T207033,47,4.5
T207040,47,5.5
T200003,47,5.5
T207000,47,4.25
T207037,47,5.0
T207035,47,5.25
T207012,47,5.25
T207036,47,4.75
T207004,47,4.5
T207059,47,4.5
T207034,47,4.5
T205000,47,5.0
T206002,47,6.0
T208003,47,4.5
T206024,47,5.0
T206057,47,5.5
T100007,104,4.5
T100005,104,5.25
T107005,104,5.5
T100000,104,4.75
T100001,104,5.5
T100004,104,5.25
T100006,104,4.5
T107009,104,4.5
T100003,104,5.25
T108002,104,5.0
T105001,104,4.75
T106001,104,5.25
T106006,104,4.75
T200002,104,5.25
T200000,104,4.75
T200001,104,5.25
T207041,104,4.5
T207033,104,6.0
T207040,104,5.0
T200003,104,5.5
T207000,104,5.25
T207037,104,5.5
T207012,104,5.25
T207038,104,5.25
T207002,104,5.0
T206060,104,4.75
T207034,104,4.25
T207004,104,5.0
T207036,104,4.5
J2P201,104,5.75
12E050SCIENCES,104,4.25
12E051SCIENCES,104,4.5
T206058,104,5.0
S102013,104,5.5
T208012,104,5.25
T100007,124,4.5
T100005,124,5.5
T107005,124,5.25
T100000,124,4.5
T100001,124,4.25
T100004,124,5.0
T100006,124,4.5
T107009,124,4.75
T100003,124,5.25
T105001,124,4.75
T106001,124,4.75
T108000,124,5.0
T106006,124,5.0
T200002,124,5.25
T200000,124,5.25
T200001,124,6.0
T207041,124,5.0
T207033,124,4.5
T207040,124,4.0
T200003,124,5.5
T207000,124,5.0
T207038,124,4.75
T207035,124,4.0
T207012,124,5.25
T207002,124,5.0
T206060,124,4.75
T207034,124,4.5
T207036,124,4.75
T207004,124,5.0
J2P201,124,5.5
T206058,124,4.5
S102013,124,4.5
T208012,124,4.75
T100007,6,4.5
T100005,6,5.0
T107005,6,4.75
T100000,6,5.75
T100001,6,4.5
T100004,6,4.75
T100006,6,5.75
T107009,6,4.75
T100003,6,4.25
T108002,6,5.0
T105001,6,6.0
T108000,6,4.75
T108003,6,4.5
T200002,6,5.25
T200000,6,5.0
T200001,6,5.0
T207041,6,4.5
T207033,6,4.25
T207040,6,5.0
T200003,6,5.0
T207000,6,4.75
T207038,6,5.25
T207012,6,4.75
T207035,6,5.75
T207002,6,5.75
T207034,6,4.75
T207036,6,4.75
T207059,6,5.0
J2P201,6,5.0
12E050SCIENCES,6,5.75
12E051SCIENCES,6,6.0
T208000,6,4.75
T205004,6,5.25
T205020,6,5.0
T100007,276,5.0
T100005,276,4.75
T107005,276,4.75
T100000,276,5.0
T100001,276,5.25
T100004,276,5.0
T100006,276,5.75
T107009,276,5.0
T100003,276,5.0
T105001,276,5.25
T108002,276,5.25
T108000,276,4.25
T108003,276,4.25
T200002,276,5.0
T200000,276,5.0
T200001,276,5.25
T207041,276,4.5
T207033,276,4.5
T207040,276,5.5
T200003,276,5.5
T207000,276,5.75
T207012,276,5.5
T207035,276,4.75
T207037,276,5.0
T207036,276,5.0
T207004,276,5.0
J2P201,276,5.0
J2P015,276,4.25
T208016,276,5.0
T208012,276,5.75
T205020,276,4.5
T208003,276,5.0
T208014,276,4.5
T100007,233,5.25
T100005,233,4.5
T107005,233,5.5
T100000,233,4.5
T100001,233,5.0
T100004,233,5.0
T100006,233,5.25
T107009,233,5.0
T100003,233,4.75
T108000,233,5.0
T105001,233,4.75
T106001,233,5.5
T106006,233,4.5
T200002,233,4.75
T200000,233,5.25
T200001,233,4.75
T207041,233,4.75
T207033,233,5.0
T207040,233,5.25
T200003,233,4.75
T207000,233,5.75
T207037,233,5.25
T207038,233,4.25
T207012,233,4.5
T207002,233,5.25
T206060,233,4.75
T207034,233,5.5
T207036,233,5.0
T207004,233,4.25
J2P201,233,4.75
12E050SCIENCES,233,4.25
12E051SCIENCES,233,5.0
T206057,233,4.75
T206002,233,4.75
T208012,233,5.25
T100007,200,5.25
T100005,200,4.75
T107005,200,5.5
T100000,200,4.75
T100001,200,5.5
T100004,200,4.5
T100006,200,4.5
T107009,200,5.0
T100003,200,4.75
T105001,200,4.75
T106001,200,5.25
T108000,200,4.5
T106006,200,4.75
T200002,200,4.5
T200000,200,5.0
T200001,200,4.75
T207041,200,5.0
T207033,200,4.75
T207040,200,5.0
T200003,200,5.0
T207000,200,5.0
T207012,200,4.25
T207035,200,5.0
T207038,200,4.75
T207002,200,5.0
T206060,200,4.0
T207034,200,5.0
T207004,200,5.0
J2P015,200,5.0
T207059,200,5.0
5869,200,4.0
5870,200,5.5
T206002,200,5.0
T206056,200,4.0
S102013,200,4.25
T100007,280,5.0
T100005,280,5.5
T107005,280,6.0
T100000,280,5.75
T100001,280,4.75
T100004,280,4.5
T100006,280,5.0
T107009,280,5.25
T100003,280,4.5
T105001,280,5.5
T106001,280,4.25
T108002,280,5.0
T106006,280,4.5
T200002,280,5.25
T200000,280,5.25
T200001,280,4.75
T207041,280,5.5
T207033,280,4.75
T207040,280,5.75
T200003,280,4.25
T207000,280,4.5
T207035,280,5.25
T207012,280,5.5
T207038,280,4.5
T207002,280,5.5
T206060,280,6.0
T207034,280,4.75
T207004,280,5.25
T207036,280,5.25
J2P201,280,4.0
5869,280,4.75
5870,280,5.25
S102013,280,5.75
T205004,280,4.75
T206058,280,5.5
T100007,150,5.5
T100005,150,4.75
T107005,150,4.75
T100000,150,5.0
T100001,150,4.5
T100004,150,4.75
T100006,150,5.25
T107009,150,5.5
T100003,150,4.25
T105001,150,4.5
T108000,150,4.0
T108002,150,4.75
T108003,150,4.5
T200002,150,5.25
T200000,150,5.5
T200001,150,5.5
T207041,150,4.5
T207033,150,5.75
T207040,150,5.0
T200003,150,5.5
T207000,150,4.5
T207012,150,4.75
T207035,150,5.25
T207038,150,5.0
T207002,150,5.75
T207034,150,5.0
T207036,150,5.0
T207002,150,5.75
J2P201,150,5.5
5869,150,4.25
5870,150,4.75
T208011,150,5.25
T208012,150,5.0
T206002,150,4.5
T100007,205,4.5
T100005,205,5.5
T107005,205,4.75
T100000,205,4.25
T100001,205,5.0
T100004,205,4.75
T100006,205,5.25
T107009,205,5.5
T100003,205,4.0
T108000,205,5.5
T106001,205,5.25
T105001,205,4.25
T106006,205,5.0
T200002,205,5.25
T200000,205,4.75
T200001,205,5.25
T207041,205,4.75
T207033,205,4.0
T207040,205,4.75
T200003,205,5.0
T207000,205,5.0
T207012,205,4.75
T207038,205,5.25
T207035,205,5.75
T207002,205,5.0
T206060,205,5.0
T207004,205,5.5
T207034,205,5.0
T207036,205,5.25
J2P015,205,5.5
5869,205,4.75
5870,205,5.25
T208011,205,5.5
T206002,205,5.5
T206001,205,5.5
T100007,257,5.25
T100005,257,4.5
T107005,257,5.0
T100000,257,5.0
T100001,257,4.25
T100004,257,5.25
T100006,257,5.5
T107009,257,4.25
T100003,257,5.0
T108002,257,5.25
T106001,257,4.75
T108000,257,4.25
T106006,257,4.75
T200002,257,4.5
T200000,257,5.0
T200001,257,5.75
T207041,257,5.5
T207033,257,5.0
T207040,257,5.25
T200003,257,4.75
T207000,257,4.75
T207037,257,5.25
T207038,257,4.75
T207012,257,5.75
T207002,257,4.75
T206060,257,4.75
T207034,257,5.0
T207004,257,5.0
J2P201,257,5.0
T207002,257,4.25
T208000,257,5.75
T208014,257,5.25
T208003,257,4.25
T100007,138,5.5
T100005,138,5.0
T107005,138,5.0
T100000,138,5.25
T100001,138,5.25
T100004,138,5.75
T100006,138,5.25
T107009,138,5.0
T100003,138,4.0
T106001,138,5.0
T105001,138,5.25
T108002,138,4.5
T106006,138,5.25
T200002,138,4.75
T200000,138,4.75
T200001,138,4.75
T207041,138,6.0
T207033,138,5.25
T207040,138,4.75
T200003,138,6.0
T207000,138,4.5
T207035,138,5.0
T207038,138,5.5
T207012,138,5.0
T207002,138,5.5
T206060,138,4.5
T207036,138,5.5
T207034,138,4.75
J2P015,138,5.0
T207002,138,5.0
5869,138,4.5
5870,138,5.75
T208012,138,5.75
T208000,138,5.0
T206057,138,5.75
T100007,173,5.25
T100005,173,5.5
T107005,173,5.0
T100000,173,4.0
T100001,173,5.75
T100004,173,4.75
T100006,173,5.25
T107009,173,4.0
T100003,173,5.25
T106001,173,4.75
T105001,173,4.75
T108000,173,5.0
T106006,173,5.25
T200002,173,5.75
T200000,173,5.25
T200001,173,4.5
T207041,173,4.75
T207033,173,4.75
T207040,173,5.0
T200003,173,5.25
T207000,173,5.5
T207038,173,5.5
T207035,173,5.0
T207012,173,4.5
T207002,173,5.0
T206060,173,5.5
T207034,173,4.75
T207036,173,5.25
J2P015,173,5.25
J2D035,173,4.25
T205027,173,5.75
T205020,173,5.25
S102013,173,5.25
T100007,210,4.75
T100005,210,6.0
T107005,210,4.75
T100000,210,6.0
T100001,210,5.5
T100004,210,5.0
T100006,210,5.0
T107009,210,4.75
T100003,210,6.0
T105001,210,4.25
T106001,210,5.75
T108000,210,5.5
T106006,210,4.5
T200002,210,5.5
T200000,210,4.75
T200001,210,5.0
T207041,210,5.0
T207033,210,5.25
T207040,210,5.5
T200003,210,5.0
T207000,210,5.5
T207038,210,4.75
T207012,210,5.75
T207037,210,4.5
T207002,210,4.75
T206060,210,5.0
T207004,210,5.75
T207034,210,4.75
T207036,210,5.5
J2D035,210,5.5
5869,210,5.25
5870,210,4.75
T208003,210,4.5
T206058,210,5.0
T208000,210,4.5
T100007,246,4.25
T100005,246,4.5
T107005,246,5.0
T100000,246,4.75
T100001,246,5.5
T100004,246,5.25
T100006,246,4.5
T107009,246,4.75
T100003,246,4.75
T105001,246,5.75
T108002,246,5.0
T106001,246,5.5
T106006,246,4.5
T200002,246,4.5
T200000,246,5.0
T200001,246,5.25
T207041,246,4.5
T207033,246,5.25
T207040,246,5.0
T200003,246,5.0
T207000,246,5.75
T207035,246,4.25
T207037,246,5.0
T207012,246,5.5
T206060,246,4.75
T207034,246,5.0
T207004,246,4.75
T207002,246,4.75
T207059,246,5.5
T206054,246,4.75
T206024,246,4.75
T205027,246,5.0
T206057,246,5.0
T206006,246,5.5
T100007,114,4.5
T100005,114,5.0
T107005,114,6.0
T100000,114,4.75
T100001,114,5.0
T100004,114,5.25
T100006,114,5.5
T107009,114,5.25
T100003,114,4.25
T108002,114,5.25
T108000,114,5.0
T105001,114,5.5
T108003,114,5.0
T200002,114,5.0
T200000,114,4.75
T200001,114,5.5
T207041,114,4.5
T207033,114,5.5
T207040,114,5.0
T200003,114,5.5
T207000,114,5.0
T207037,114,4.75
T207012,114,5.0
T207035,114,4.5
T207036,114,5.0
T207034,114,4.75
T207059,114,5.0
T207004,114,4.5
T208016,114,5.5
T206024,114,5.0
T208003,114,5.5
T205027,114,4.5
T208012,114,4.0
T100007,3,5.25
T100005,3,5.5
T107005,3,5.5
T100000,3,5.5
T100001,3,4.0
T100004,3,5.0
T100006,3,4.5
T107009,3,5.0
T100003,3,5.0
T106001,3,4.25
T108000,3,4.25
T105001,3,5.0
T106006,3,5.0
T200002,3,5.5
T200000,3,4.5
T200001,3,5.25
T207041,3,5.0
T207033,3,5.25
T207040,3,5.5
T200003,3,5.0
T207000,3,5.5
T207012,3,5.75
T207035,3,4.75
T207038,3,5.75
T207002,3,4.25
T206060,3,5.25
T207034,3,5.5
T207036,3,5.0
T207059,3,4.25
J2D035,3,4.25
12E050SCIENCES,3,4.5
12E051SCIENCES,3,5.5
T206056,3,4.5
S102013,3,4.75
T206006,3,5.0
T100007,152,4.0
T100005,152,5.0
T107005,152,4.5
T100000,152,4.5
T100001,152,5.5
T100004,152,4.5
T100006,152,5.5
T107009,152,5.25
T100003,152,5.25
T108000,152,5.75
T108002,152,4.5
T105001,152,5.5
T108003,152,5.0
T200002,152,6.0
T200000,152,5.5
T200001,152,4.75
T207041,152,5.25
T207033,152,5.0
T207040,152,6.0
T200003,152,5.75
T207000,152,5.25
T207038,152,4.75
T207012,152,5.5
T207037,152,4.0
T207002,152,5.0
T207036,152,6.0
T207004,152,4.75
T207059,152,4.0
J2D035,152,5.75
T208014,152,4.5
T208011,152,4.5
T206024,152,5.25
T100007,168,5.0
T100005,168,5.0
T107005,168,5.0
T100000,168,5.5
T100001,168,5.5
T100004,168,5.0
T100006,168,4.0
T107009,168,4.5
T100003,168,5.0
T108002,168,4.75
T108000,168,5.25
T105001,168,5.25
T108003,168,5.5
T200002,168,5.5
T200000,168,4.75
T200001,168,5.5
T207041,168,5.25
T207033,168,5.25
T207040,168,5.25
T200003,168,4.75
T207000,168,5.75
T207012,168,5.0
T207037,168,4.5
T207038,168,4.75
T207002,168,6.0
T207034,168,5.0
T207004,168,5.5
T207036,168,5.75
J2P201,168,4.75
5869,168,5.25
5870,168,5.0
T208014,168,4.75
T206057,168,5.25
T205004,168,5.25
T100007,255,5.5
T100005,255,5.0
T107005,255,5.25
T100000,255,5.0
T100001,255,4.25
T100004,255,5.5
T100006,255,5.0
T107009,255,5.0
T100003,255,5.25
T106001,255,5.0
T105001,255,4.5
T108002,255,4.75
T106006,255,5.5
T200002,255,5.25
T200000,255,4.25
T200001,255,5.0
T207041,255,4.25
T207033,255,5.0
T207040,255,4.75
T200003,255,5.25
T207000,255,4.75
T207037,255,5.0
T207038,255,5.25
T207012,255,5.0
T207002,255,5.0
T206060,255,4.5
T207036,255,5.25
T207004,255,4.75
J2D035,255,4.0
T207002,255,5.75
12E050SCIENCES,255,6.0
12E051SCIENCES,255,5.5
T205004,255,5.0
T208014,255,5.5
T206002,255,4.25
T100007,22,4.75
T100005,22,5.0
T107005,22,5.0
T100000,22,4.5
T100001,22,4.25
T100004,22,5.25
T100006,22,4.75
T107009,22,4.75
T100003,22,5.0
T108002,22,5.5
T105001,22,4.25
T108000,22,5.0
T108003,22,4.25
T200002,22,4.5
T200000,22,4.75
T200001,22,5.25
T207041,22,4.5
T207033,22,5.0
T207040,22,4.5
T200003,22,5.0
T207000,22,4.25
T207012,22,5.0
T207038,22,5.5
T207035,22,5.25
T207002,22,5.0
T207034,22,5.25
T207004,22,5.0
T207002,22,5.25
J2P015,22,4.75
5869,22,4.5
5870,22,6.0
T205027,22,5.5
T206006,22,4.75
T208003,22,6.0
T100007,119,4.75
T100005,119,4.75
T107005,119,5.75
T100000,119,4.5
T100001,119,5.5
T100004,119,4.75
T100006,119,5.0
T107009,119,4.75
T100003,119,5.25
T105001,119,5.0
T106001,119,4.75
T108002,119,5.25
T106006,119,4.5
T200002,119,5.0
T200000,119,5.0
T200001,119,4.5
T207041,119,5.25
T207033,119,5.0
T207040,119,4.75
T200003,119,5.0
T207000,119,5.0
T207012,119,4.75
T207037,119,5.0
T207038,119,5.25
T207002,119,5.75
T206060,119,5.0
T207036,119,5.75
T207004,119,5.75
J2P015,119,5.0
J2P201,119,5.5
S102013,119,4.5
T208012,119,5.25
T208014,119,4.75
T100007,219,5.5
T100005,219,4.75
T107005,219,6.0
T100000,219,5.5
T100001,219,5.0
T100004,219,5.75
T100006,219,4.5
T107009,219,5.0
T100003,219,4.75
T106001,219,5.75
T108000,219,6.0
T105001,219,5.25
T106006,219,4.25
T200002,219,5.25
T200000,219,5.5
T200001,219,4.25
T207041,219,4.5
T207033,219,5.5
T207040,219,4.75
T200003,219,5.5
T207000,219,4.0
T207037,219,5.0
T207035,219,5.0
T207038,219,5.25
T207002,219,6.0
T206060,219,4.75
T207034,219,5.5
T207004,219,4.75
T207002,219,4.5
J2P015,219,4.75
12E050SCIENCES,219,5.0
12E051SCIENCES,219,6.0
T208014,219,4.5
T206058,219,5.5
T208011,219,5.0
T100007,224,5.0
T100005,224,4.0
T107005,224,5.25
T100000,224,4.75
T100001,224,4.75
T100004,224,5.25
T100006,224,5.25
T107009,224,4.75
T100003,224,4.5
T108000,224,4.0
T105001,224,5.5
T108002,224,5.0
T108003,224,5.0
T200002,224,5.0
T200000,224,5.0
T200001,224,5.5
T207041,224,4.5
T207033,224,4.75
T207040,224,4.75
T200003,224,5.5
T207000,224,5.25
T207035,224,4.5
T207012,224,4.0
T207038,224,5.25
T207002,224,5.0
T207004,224,4.25
T207034,224,4.25
T207059,224,5.0
J2P201,224,5.0
12E050SCIENCES,224,5.25
12E051SCIENCES,224,5.25
T206057,224,4.25
T208000,224,5.0
T206058,224,4.75
T100007,183,5.0
T100005,183,5.75
T107005,183,5.5
T100000,183,4.75
T100001,183,5.5
T100004,183,4.5
T100006,183,5.0
T107009,183,5.0
T100003,183,5.5
T108000,183,5.25
T108002,183,5.5
T106001,183,5.5
T106006,183,5.25
T200002,183,4.75
T200000,183,5.0
T200001,183,5.0
T207041,183,4.75
T207033,183,5.25
